Wall time,Step,Value
1662555651.1497295,0,0.023450491949915886
1662555657.155078,2,0.005512224044650793
1662555659.9823537,3,0.004491528961807489
1662555663.3714607,4,0.006191018037497997
1662555676.4841983,10,0.0033477304968982935
1662555679.4003193,11,0.003486311761662364
1662555683.8512428,14,0.003784868633374572
1662555685.2870474,15,0.0036256418097764254
1662555690.8042378,18,0.00293156411498785
1662555693.8314228,19,0.002803284442052245
1662555696.7110562,20,0.002757743699476123
1662555700.7578382,22,0.0028032565023750067
1662555702.2994447,23,0.0028109734412282705
1662555707.9502704,26,0.0025933003053069115
1662555710.5781827,27,0.00250074896030128
1662555716.3470812,29,0.002395256422460079
1662555727.976026,33,0.002345152199268341
1662555730.7945144,34,0.0023119868710637093
1662555736.7038624,36,0.002234477549791336
1662555739.6173022,37,0.002203048672527075
1662555742.2516258,38,0.0021808745805174112
1662555745.0461695,39,0.0021657138131558895
1662555747.8728075,40,0.002152837812900543
1662555767.8497984,47,0.002029037568718195
1662555770.5894835,48,0.0020156679674983025
1662555773.1380796,49,0.0020021279342472553
1662555778.636708,51,0.0019732099026441574
1662555781.351937,52,0.001958260079845786
1662555786.9446802,54,0.0019312647636979818
1662555789.8370478,55,0.0019201217219233513
1662555795.248978,57,0.0018992740660905838
1662555803.8777914,60,0.0018646750831976533
1662555806.5226798,61,0.0018542242469266057
1662555809.451971,62,0.0018444847082719207
1662555812.1118553,63,0.0018355967476963997
1662555817.7994022,65,0.0018185320077463984
1662555820.761126,66,0.0018099886365234852
1662555823.6930113,67,0.0018018134869635105
1662555826.5760937,68,0.0017935832729563117
1662555833.1796222,70,0.0017775068990886211
1662555836.1318917,71,0.0017699237214401364
1662555854.3270094,77,0.001724482630379498
1662555859.7910752,79,0.0017096851952373981
1662555862.9634292,80,0.0017027368303388357
1662555868.712002,82,0.0016886816592887044
1662555871.6738687,83,0.001681413035839796
1662555877.3833892,85,0.0016676700906828046
1662555880.2926645,86,0.001660776324570179
1662555889.0812683,89,0.0016397101571783423
1662555892.134005,90,0.0016330047510564327
1662555906.686854,95,0.0015983779449015856
1662555918.0940738,99,0.0015692159067839384
1662555921.3173532,100,0.0015617420431226492
1662555930.1540253,103,0.0015388218453153968
1662555939.4089873,106,0.00151543109677732
1662555942.5039122,107,0.0015076090348884463
1662555948.68978,109,0.0014919012319296598
1662555951.93897,110,0.0014840702060610056
1662555963.542707,114,0.001453310251235962
1662555969.9145808,116,0.0014384706737473607
1662555985.2342713,121,0.0014028127770870924
1662555999.9793093,125,0.001375652151182294
1662556003.3075862,126,0.001369060599245131
1662556009.711743,128,0.0013561424566432834
1662556012.524416,129,0.00134980957955122
1662556015.2052915,130,0.0013435659930109978
1662556018.2493212,131,0.0013374192640185356
1662556021.307438,132,0.0013313783565536141
1662556027.9298737,134,0.0013196123763918877
1662556034.2454123,136,0.0013082213699817657
1662556037.3903234,137,0.00130265555344522
1662556054.717913,143,0.0012712376192212105
